Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,NA,34.72,7.45,26.78,34.23,NA,5.61,0.64,NA,NA,NA,NA,NA,NA,NA,18.20,64.41,NA,NA,NA,NA,1.77,NA,NA
2025-01-01 00:15:00,NA,34.69,7.33,26.68,34.01,NA,5.71,0.64,NA,NA,NA,NA,NA,NA,NA,18.30,64.20,NA,NA,NA,NA,1.50,NA,NA
2025-01-01 00:30:00,NA,34.72,7.36,26.84,34.20,NA,5.82,0.64,NA,NA,NA,NA,NA,NA,NA,18.05,64.28,NA,NA,NA,NA,2.50,NA,NA
2025-01-01 00:45:00,NA,39.26,8.60,27.23,35.83,NA,5.86,0.60,NA,NA,NA,NA,NA,NA,NA,18.00,64.22,NA,NA,NA,NA,4.95,NA,NA
2025-01-01 01:00:00,NA,39.66,7.19,25.69,32.87,NA,5.60,0.70,NA,NA,NA,NA,NA,NA,NA,17.91,64.09,NA,NA,NA,NA,2.67,NA,NA
2025-01-01 01:15:00,NA,39.64,8.32,26.70,35.02,NA,5.66,0.68,NA,NA,NA,NA,NA,NA,NA,17.80,64.14,NA,NA,NA,NA,1.56,NA,NA
2025-01-01 01:30:00,NA,39.65,7.98,25.95,33.93,NA,5.60,0.65,NA,NA,NA,NA,NA,NA,NA,17.06,64.06,0.06,NA,NA,NA,2.08,NA,NA
2025-01-01 01:45:00,NA,37.39,7.45,26.01,33.46,NA,5.71,0.60,NA,NA,NA,NA,NA,NA,NA,16.59,64.20,NA,NA,NA,NA,3.69,NA,NA
2025-01-01 02:00:00,NA,37.17,7.69,24.97,32.66,NA,5.47,0.69,NA,NA,NA,NA,NA,NA,NA,16.36,64.02,0.05,NA,NA,NA,1.60,NA,NA
2025-01-01 02:15:00,NA,37.17,7.66,24.54,32.20,NA,5.68,0.77,NA,NA,NA,NA,NA,NA,NA,16.94,64.17,0.06,NA,NA,NA,0.24,NA,NA
2025-01-01 02:30:00,NA,37.16,7.86,25.35,33.21,NA,5.66,0.64,NA,NA,NA,NA,NA,NA,NA,17.52,63.87,0.02,NA,NA,NA,0.10,NA,NA
2025-01-01 02:45:00,NA,36.04,7.33,25.73,33.07,NA,5.75,0.63,NA,NA,NA,NA,NA,NA,NA,17.19,64.32,NA,NA,NA,NA,1.95,NA,NA
2025-01-01 03:00:00,NA,35.90,7.54,25.02,32.57,NA,5.58,0.65,NA,NA,NA,NA,NA,NA,NA,17.35,63.91,NA,NA,NA,NA,0.97,NA,NA
2025-01-01 03:15:00,NA,35.93,7.60,24.33,31.93,NA,5.65,0.68,NA,NA,NA,NA,NA,NA,NA,17.23,63.71,NA,NA,NA,NA,0.45,NA,NA
2025-01-01 03:30:00,NA,35.91,8.80,24.67,33.47,NA,5.63,0.65,NA,NA,NA,NA,NA,NA,NA,17.18,63.86,0.01,NA,NA,NA,0.79,NA,NA
2025-01-01 03:45:00,NA,35.26,8.12,24.33,32.45,NA,5.59,0.58,NA,NA,NA,NA,NA,NA,NA,17.45,63.79,0.10,NA,NA,NA,0.24,NA,NA
2025-01-01 04:00:00,NA,35.22,7.88,24.56,32.44,NA,5.56,0.69,NA,NA,NA,NA,NA,NA,NA,17.00,63.83,0.11,NA,NA,NA,1.48,NA,NA
2025-01-01 04:15:00,NA,35.19,7.99,24.91,32.90,NA,5.59,0.66,NA,NA,NA,NA,NA,NA,NA,17.13,63.86,0.11,NA,NA,NA,3.16,NA,NA
2025-01-01 04:30:00,NA,35.23,7.30,24.55,31.85,NA,5.61,0.63,NA,NA,NA,NA,NA,NA,NA,16.84,63.63,0.08,NA,NA,NA,1.81,NA,NA
2025-01-01 04:45:00,NA,34.47,7.65,24.74,32.39,NA,5.58,0.61,NA,NA,NA,NA,NA,NA,NA,16.86,63.63,0.03,NA,NA,NA,0.01,NA,NA
2025-01-01 05:00:00,NA,34.42,8.58,25.47,34.05,NA,5.57,0.95,NA,NA,NA,NA,NA,NA,NA,16.85,63.42,NA,NA,NA,NA,1.64,NA,NA
2025-01-01 05:15:00,NA,34.43,8.25,24.63,32.88,NA,5.71,0.88,NA,NA,NA,NA,NA,NA,NA,16.46,63.76,NA,NA,NA,NA,1.96,NA,NA
2025-01-01 05:30:00,NA,34.41,8.43,24.74,33.17,NA,5.70,0.76,NA,NA,NA,NA,NA,NA,NA,16.55,63.60,NA,NA,NA,NA,0.57,NA,NA
2025-01-01 05:45:00,NA,34.30,7.44,25.31,32.75,NA,5.73,0.77,NA,NA,NA,NA,NA,NA,NA,16.46,63.53,0.02,NA,NA,NA,NA,NA,NA
2025-01-01 06:00:00,NA,34.28,7.13,25.49,32.62,NA,5.61,0.58,NA,NA,NA,NA,NA,NA,NA,16.14,63.62,0.06,NA,NA,NA,NA,NA,NA
2025-01-01 06:15:00,NA,34.27,7.38,25.77,33.15,NA,5.50,0.57,NA,NA,NA,NA,NA,NA,NA,16.20,63.25,NA,NA,NA,NA,0.03,NA,NA
2025-01-01 06:30:00,NA,34.32,8.60,26.17,34.77,NA,5.55,0.62,NA,NA,NA,NA,NA,NA,NA,15.71,63.34,NA,NA,NA,NA,2.78,NA,NA
2025-01-01 06:45:00,NA,34.30,8.43,26.73,35.16,NA,5.57,0.66,NA,NA,NA,NA,NA,NA,NA,15.63,63.01,0.07,NA,NA,NA,6.61,NA,NA
2025-01-01 07:00:00,NA,34.30,7.86,26.26,34.12,NA,5.47,0.93,NA,NA,NA,NA,NA,NA,NA,15.76,63.13,NA,NA,NA,NA,14.51,NA,NA
2025-01-01 07:15:00,NA,34.34,8.14,28.23,36.37,NA,5.62,1.01,NA,NA,NA,NA,NA,NA,NA,15.48,63.33,NA,NA,NA,NA,19.72,NA,NA
2025-01-01 07:30:00,NA,34.31,8.09,29.23,37.31,NA,5.62,0.97,NA,NA,NA,NA,NA,NA,NA,16.01,63.07,NA,NA,NA,NA,24.96,NA,NA
2025-01-01 07:45:00,NA,34.20,7.87,28.29,36.15,NA,5.56,0.90,NA,NA,NA,NA,NA,NA,NA,16.75,63.07,NA,NA,NA,NA,30.76,NA,NA
2025-01-01 08:00:00,NA,34.23,8.34,28.12,36.46,NA,5.61,0.83,NA,NA,NA,NA,NA,NA,NA,16.81,63.56,0.01,NA,NA,NA,37.15,NA,NA
2025-01-01 08:15:00,NA,34.21,8.66,27.85,36.52,NA,5.69,0.78,NA,NA,NA,NA,NA,NA,NA,17.21,63.61,NA,NA,NA,NA,42.87,NA,NA
2025-01-01 08:30:00,NA,34.22,7.93,27.30,35.23,NA,5.73,0.72,NA,NA,NA,NA,NA,NA,NA,17.76,63.63,NA,NA,NA,NA,50.33,NA,NA
2025-01-01 08:45:00,NA,34.53,8.20,27.28,35.47,NA,5.76,0.69,NA,NA,NA,NA,NA,NA,NA,17.96,63.87,NA,NA,NA,NA,57.44,NA,NA
2025-01-01 09:00:00,NA,34.56,8.07,27.24,35.31,NA,5.59,0.73,NA,NA,NA,NA,NA,NA,NA,18.54,63.92,NA,NA,NA,NA,66.58,NA,NA
2025-01-01 09:15:00,NA,34.60,7.74,26.34,34.08,NA,5.63,0.81,NA,NA,NA,NA,NA,NA,NA,18.49,64.09,NA,NA,NA,NA,112.15,NA,NA
2025-01-01 09:30:00,NA,34.58,7.65,26.52,34.17,NA,5.59,0.71,NA,NA,NA,NA,NA,NA,NA,18.97,64.04,NA,NA,NA,NA,98.61,NA,NA
2025-01-01 09:45:00,NA,34.19,7.38,26.72,34.10,NA,5.65,0.69,NA,NA,NA,NA,NA,NA,NA,18.98,64.18,NA,NA,NA,NA,207.81,NA,NA
2025-01-01 10:00:00,NA,34.14,8.45,27.09,35.54,NA,5.50,0.72,NA,NA,NA,NA,NA,NA,NA,19.31,64.08,NA,NA,NA,NA,405.57,NA,NA
2025-01-01 10:15:00,NA,34.14,7.94,26.28,34.22,NA,5.63,0.70,NA,NA,NA,NA,NA,NA,NA,19.31,64.24,NA,NA,NA,NA,724.54,NA,NA
2025-01-01 10:30:00,NA,34.13,8.40,26.47,34.87,NA,5.62,0.66,NA,NA,NA,NA,NA,NA,NA,19.86,64.48,NA,NA,NA,NA,765.72,NA,NA
2025-01-01 10:45:00,NA,34.53,7.98,26.13,34.11,NA,5.44,0.67,NA,NA,NA,NA,NA,NA,NA,20.10,64.34,NA,NA,NA,NA,809.67,NA,NA
2025-01-01 11:00:00,NA,34.56,7.26,25.87,33.12,NA,5.43,0.70,NA,NA,NA,NA,NA,NA,NA,20.60,64.60,NA,NA,NA,NA,822.82,NA,NA
2025-01-01 11:15:00,NA,34.56,8.00,25.74,33.73,NA,5.65,0.69,NA,NA,NA,NA,NA,NA,NA,21.17,64.80,0.04,NA,NA,NA,820.34,NA,NA
2025-01-01 11:30:00,NA,34.55,7.79,25.26,33.05,NA,5.69,0.62,NA,NA,NA,NA,NA,NA,NA,21.47,64.71,NA,NA,NA,NA,852.73,NA,NA
2025-01-01 11:45:00,NA,36.65,8.03,25.86,33.88,NA,5.77,0.55,NA,NA,NA,NA,NA,NA,NA,22.01,64.70,NA,NA,NA,NA,834.55,NA,NA
2025-01-01 12:00:00,NA,36.76,8.46,26.98,35.44,NA,5.71,0.70,NA,NA,NA,NA,NA,NA,NA,23.24,64.70,NA,NA,NA,NA,766.69,NA,NA
2025-01-01 12:15:00,NA,36.71,8.30,25.08,33.39,NA,5.53,0.72,NA,NA,NA,NA,NA,NA,NA,23.72,64.82,0.04,NA,NA,NA,464.89,NA,NA
2025-01-01 12:30:00,NA,36.68,8.69,25.65,34.34,NA,4.93,0.73,NA,NA,NA,NA,NA,NA,NA,24.40,64.76,NA,NA,NA,NA,232.09,NA,NA
2025-01-01 12:45:00,NA,35.02,9.26,25.97,35.22,NA,4.32,0.67,NA,NA,NA,NA,NA,NA,NA,25.37,64.78,NA,NA,NA,NA,94.53,NA,NA
2025-01-01 13:00:00,NA,34.85,9.13,26.09,35.22,NA,5.09,0.61,NA,NA,NA,NA,NA,NA,NA,26.30,64.71,0.01,NA,NA,NA,77.82,NA,NA
2025-01-01 13:15:00,NA,34.83,8.97,24.56,33.53,NA,5.30,0.57,NA,NA,NA,NA,NA,NA,NA,26.68,64.73,0.04,NA,NA,NA,72.62,NA,NA
2025-01-01 13:30:00,NA,34.81,9.54,25.92,35.45,NA,5.19,0.49,NA,NA,NA,NA,NA,NA,NA,26.60,64.74,NA,NA,NA,NA,74.84,NA,NA
2025-01-01 13:45:00,NA,34.71,9.24,25.46,34.70,NA,5.25,0.48,NA,NA,NA,NA,NA,NA,NA,26.96,64.64,0.01,NA,NA,NA,70.59,NA,NA
2025-01-01 14:00:00,NA,34.70,9.39,24.83,34.23,NA,5.55,0.60,NA,NA,NA,NA,NA,NA,NA,27.26,64.74,NA,NA,NA,NA,73.32,NA,NA
2025-01-01 14:15:00,NA,34.69,9.78,26.09,35.87,NA,5.50,0.57,NA,NA,NA,NA,NA,NA,NA,27.25,64.89,NA,NA,NA,NA,104.20,NA,NA
2025-01-01 14:30:00,NA,34.70,7.80,24.01,31.81,NA,5.54,0.60,NA,NA,NA,NA,NA,NA,NA,27.80,64.90,NA,NA,NA,NA,67.72,NA,NA
2025-01-01 14:45:00,NA,36.11,8.74,24.43,33.18,NA,5.71,0.71,NA,NA,NA,NA,NA,NA,NA,26.94,64.95,NA,NA,NA,NA,53.32,NA,NA
2025-01-01 15:00:00,NA,36.32,4.82,22.10,26.16,NA,5.59,0.65,NA,NA,NA,NA,NA,NA,NA,25.01,64.82,NA,NA,NA,NA,45.61,NA,NA
2025-01-01 15:15:00,NA,36.34,5.89,23.98,29.48,NA,5.71,0.67,NA,NA,NA,NA,NA,NA,NA,24.00,64.72,NA,NA,NA,NA,43.37,NA,NA
2025-01-01 15:30:00,NA,36.34,6.85,24.68,31.53,NA,5.73,0.58,NA,NA,NA,NA,NA,NA,NA,23.53,64.71,0.01,NA,NA,NA,38.30,NA,NA
2025-01-01 15:45:00,NA,43.26,7.63,25.02,32.65,NA,5.63,0.56,NA,NA,NA,NA,NA,NA,NA,23.49,64.71,0.04,NA,NA,NA,32.23,NA,NA
2025-01-01 16:00:00,NA,43.84,8.03,26.67,34.70,NA,5.66,0.58,NA,NA,NA,NA,NA,NA,NA,23.36,64.63,NA,NA,NA,NA,26.88,NA,NA
2025-01-01 16:15:00,NA,43.86,8.05,25.63,33.68,NA,5.75,0.61,NA,NA,NA,NA,NA,NA,NA,23.14,64.70,0.08,NA,NA,NA,22.56,NA,NA
2025-01-01 16:30:00,NA,43.85,7.71,25.78,33.49,NA,5.75,0.62,NA,NA,NA,NA,NA,NA,NA,22.98,64.74,0.04,NA,NA,NA,17.72,NA,NA
2025-01-01 16:45:00,NA,48.02,7.67,26.06,33.73,NA,5.79,0.63,NA,NA,NA,NA,NA,NA,NA,22.78,64.71,0.01,NA,NA,NA,14.04,NA,NA
2025-01-01 17:00:00,NA,48.38,8.10,25.69,33.79,NA,5.33,0.64,NA,NA,NA,NA,NA,NA,NA,22.57,64.56,0.05,NA,NA,NA,9.68,NA,NA
2025-01-01 17:15:00,NA,48.37,7.39,26.68,34.07,NA,5.48,0.70,NA,NA,NA,NA,NA,NA,NA,22.49,64.65,0.03,NA,NA,NA,5.61,NA,NA
2025-01-01 17:30:00,NA,48.36,7.83,28.17,35.99,NA,5.54,0.70,NA,NA,NA,NA,NA,NA,NA,22.33,64.71,0.13,NA,NA,NA,0.29,NA,NA
2025-01-01 17:45:00,NA,41.85,8.28,29.64,37.92,NA,5.53,0.74,NA,NA,NA,NA,NA,NA,NA,21.94,64.49,0.09,NA,NA,NA,NA,NA,NA
2025-01-01 18:00:00,NA,41.31,7.80,29.72,37.52,NA,5.91,0.76,NA,NA,NA,NA,NA,NA,NA,21.75,64.64,NA,NA,NA,NA,NA,NA,NA
2025-01-01 18:15:00,NA,41.31,8.27,30.76,39.03,NA,5.90,0.80,NA,NA,NA,NA,NA,NA,NA,21.30,64.48,0.13,NA,NA,NA,NA,NA,NA
2025-01-01 18:30:00,NA,41.33,7.50,31.27,38.76,NA,5.94,0.77,NA,NA,NA,NA,NA,NA,NA,20.95,64.55,NA,NA,NA,NA,0.63,NA,NA
2025-01-01 18:45:00,NA,40.18,7.64,31.34,38.98,NA,5.94,0.73,NA,NA,NA,NA,NA,NA,NA,21.17,64.51,NA,NA,NA,NA,0.28,NA,NA
2025-01-01 19:00:00,NA,40.08,8.35,32.44,40.80,NA,5.64,0.78,NA,NA,NA,NA,NA,NA,NA,20.83,64.42,NA,NA,NA,NA,1.22,NA,NA
2025-01-01 19:15:00,NA,40.08,8.20,32.06,40.25,NA,5.59,0.80,NA,NA,NA,NA,NA,NA,NA,20.90,64.48,0.03,NA,NA,NA,0.43,NA,NA
2025-01-01 19:30:00,NA,40.07,9.09,33.73,42.82,NA,5.60,0.82,NA,NA,NA,NA,NA,NA,NA,20.63,64.44,0.01,NA,NA,NA,1.47,NA,NA
2025-01-01 19:45:00,NA,41.00,8.66,34.15,42.81,NA,5.54,0.83,NA,NA,NA,NA,NA,NA,NA,20.66,64.45,NA,NA,NA,NA,NA,NA,NA
2025-01-01 20:00:00,NA,41.06,9.09,34.25,43.34,NA,5.60,0.81,NA,NA,NA,NA,NA,NA,NA,20.35,64.35,NA,NA,NA,NA,NA,NA,NA
2025-01-01 20:15:00,NA,41.08,8.32,32.22,40.55,NA,5.70,0.81,NA,NA,NA,NA,NA,NA,NA,20.12,64.49,NA,NA,NA,NA,NA,NA,NA
2025-01-01 20:30:00,NA,41.06,8.04,30.84,38.88,NA,5.63,0.76,NA,NA,NA,NA,NA,NA,NA,19.94,64.25,NA,NA,NA,NA,NA,NA,NA
2025-01-01 20:45:00,NA,37.40,7.77,30.70,38.47,NA,5.73,0.78,NA,NA,NA,NA,NA,NA,NA,19.53,64.27,NA,NA,NA,NA,NA,NA,NA
2025-01-01 21:00:00,NA,37.01,7.60,30.14,37.73,NA,5.66,0.79,NA,NA,NA,NA,NA,NA,NA,19.39,64.11,0.03,NA,NA,NA,0.03,NA,NA
2025-01-01 21:15:00,NA,37.04,8.25,30.08,38.33,NA,5.80,0.86,NA,NA,NA,NA,NA,NA,NA,19.17,64.25,0.02,NA,NA,NA,NA,NA,NA
2025-01-01 21:30:00,NA,37.01,7.69,29.23,36.91,NA,5.85,0.76,NA,NA,NA,NA,NA,NA,NA,19.23,64.24,0.02,NA,NA,NA,0.08,NA,NA
2025-01-01 21:45:00,NA,35.63,7.53,28.07,35.60,NA,5.74,0.73,NA,NA,NA,NA,NA,NA,NA,19.34,64.15,NA,NA,NA,NA,NA,NA,NA
2025-01-01 22:00:00,NA,35.50,7.65,29.49,37.14,NA,5.56,0.66,NA,NA,NA,NA,NA,NA,NA,19.05,64.24,NA,NA,NA,NA,NA,NA,NA
2025-01-01 22:15:00,NA,35.51,7.12,28.68,35.80,NA,5.62,0.66,NA,NA,NA,NA,NA,NA,NA,18.96,64.19,0.06,NA,NA,NA,NA,NA,NA
2025-01-01 22:30:00,NA,35.50,7.74,29.06,36.80,NA,5.62,0.63,NA,NA,NA,NA,NA,NA,NA,18.72,64.01,0.06,NA,NA,NA,NA,NA,NA
2025-01-01 22:45:00,NA,36.12,9.42,28.98,38.40,NA,5.56,0.65,NA,NA,NA,NA,NA,NA,NA,18.87,64.05,NA,NA,NA,NA,NA,NA,NA
2025-01-01 23:00:00,NA,36.19,8.18,26.95,35.13,NA,5.63,0.72,NA,NA,NA,NA,NA,NA,NA,18.46,64.06,NA,NA,NA,NA,NA,NA,NA
2025-01-01 23:15:00,NA,36.16,7.59,26.46,34.04,NA,5.65,0.73,NA,NA,NA,NA,NA,NA,NA,18.68,64.26,NA,NA,NA,NA,0.69,NA,NA
2025-01-01 23:30:00,NA,36.19,7.93,26.66,34.58,NA,5.70,0.64,NA,NA,NA,NA,NA,NA,NA,18.36,64.14,0.09,NA,NA,NA,4.54,NA,NA
2025-01-01 23:45:00,NA,34.95,8.01,26.84,34.85,NA,5.73,0.62,NA,NA,NA,NA,NA,NA,NA,18.42,63.80,0.02,NA,NA,NA,3.35,NA,NA
2025-01-02 00:00:00,NA,34.88,7.92,26.17,34.09,NA,5.60,0.73,NA,NA,NA,NA,NA,NA,NA,18.10,63.92,NA,NA,NA,NA,0.97,NA,NA
2025-01-02 00:15:00,NA,34.86,8.08,26.89,34.97,NA,5.65,0.72,NA,NA,NA,NA,NA,NA,NA,17.95,64.05,0.02,NA,NA,NA,NA,NA,NA
2025-01-02 00:30:00,NA,34.87,7.96,26.19,34.15,NA,5.66,0.64,NA,NA,NA,NA,NA,NA,NA,18.04,63.81,NA,NA,NA,NA,NA,NA,NA
2025-01-02 00:45:00,NA,38.26,8.25,25.83,34.08,NA,5.72,0.63,NA,NA,NA,NA,NA,NA,NA,17.77,64.16,NA,NA,NA,NA,2.34,NA,NA
2025-01-02 01:00:00,NA,38.52,7.54,25.64,33.18,NA,5.62,0.69,NA,NA,NA,NA,NA,NA,NA,17.92,63.77,0.06,NA,NA,NA,NA,NA,NA
2025-01-02 01:15:00,NA,38.55,7.23,26.02,33.25,NA,5.69,0.71,NA,NA,NA,NA,NA,NA,NA,17.64,63.79,0.08,NA,NA,NA,1.48,NA,NA
2025-01-02 01:30:00,NA,38.53,8.04,25.43,33.47,NA,5.66,0.63,NA,NA,NA,NA,NA,NA,NA,17.62,63.92,0.03,NA,NA,NA,NA,NA,NA
2025-01-02 01:45:00,NA,36.69,8.18,25.04,33.23,NA,5.72,0.61,NA,NA,NA,NA,NA,NA,NA,17.76,63.88,NA,NA,NA,NA,0.90,NA,NA
2025-01-02 02:00:00,NA,36.54,7.70,24.83,32.53,NA,5.68,0.65,NA,NA,NA,NA,NA,NA,NA,17.35,63.86,NA,NA,NA,NA,NA,NA,NA
2025-01-02 02:15:00,NA,36.52,7.44,24.15,31.59,NA,5.64,0.62,NA,NA,NA,NA,NA,NA,NA,17.53,63.76,NA,NA,NA,NA,NA,NA,NA
2025-01-02 02:30:00,NA,36.55,7.49,23.75,31.24,NA,5.64,0.62,NA,NA,NA,NA,NA,NA,NA,17.46,63.58,0.05,NA,NA,NA,1.36,NA,NA
2025-01-02 02:45:00,NA,35.56,8.32,23.18,31.51,NA,5.73,0.60,NA,NA,NA,NA,NA,NA,NA,17.40,63.77,0.10,NA,NA,NA,1.26,NA,NA
2025-01-02 03:00:00,NA,35.48,7.97,23.50,31.48,NA,5.47,0.78,NA,NA,NA,NA,NA,NA,NA,17.49,63.80,0.01,NA,NA,NA,0.84,NA,NA
2025-01-02 03:15:00,NA,35.49,8.31,23.85,32.16,NA,5.55,0.77,NA,NA,NA,NA,NA,NA,NA,17.14,63.97,NA,NA,NA,NA,1.02,NA,NA
2025-01-02 03:30:00,NA,35.47,8.51,24.78,33.30,NA,5.57,0.70,NA,NA,NA,NA,NA,NA,NA,17.29,63.72,NA,NA,NA,NA,0.98,NA,NA
2025-01-02 03:45:00,NA,34.51,8.31,24.32,32.63,NA,5.52,0.67,NA,NA,NA,NA,NA,NA,NA,17.38,63.60,NA,NA,NA,NA,NA,NA,NA
2025-01-02 04:00:00,NA,34.44,8.89,24.70,33.59,NA,5.53,0.69,NA,NA,NA,NA,NA,NA,NA,16.94,63.72,NA,NA,NA,NA,NA,NA,NA
2025-01-02 04:15:00,NA,34.42,7.97,23.80,31.77,NA,5.44,0.70,NA,NA,NA,NA,NA,NA,NA,17.09,63.78,0.07,NA,NA,NA,NA,NA,NA
2025-01-02 04:30:00,NA,34.45,7.28,24.31,31.59,NA,5.55,0.65,NA,NA,NA,NA,NA,NA,NA,16.87,63.61,0.12,NA,NA,NA,NA,NA,NA
2025-01-02 04:45:00,NA,34.33,7.66,24.90,32.57,NA,5.68,0.63,NA,NA,NA,NA,NA,NA,NA,16.74,64.01,0.10,NA,NA,NA,0.29,NA,NA
2025-01-02 05:00:00,NA,34.31,7.90,24.82,32.72,NA,5.59,0.78,NA,NA,NA,NA,NA,NA,NA,16.88,63.33,NA,NA,NA,NA,0.08,NA,NA
2025-01-02 05:15:00,NA,34.34,7.81,24.95,32.76,NA,5.72,0.84,NA,NA,NA,NA,NA,NA,NA,16.45,63.41,0.07,NA,NA,NA,0.27,NA,NA
2025-01-02 05:30:00,NA,34.33,8.39,25.42,33.81,NA,5.77,0.77,NA,NA,NA,NA,NA,NA,NA,16.41,63.41,0.02,NA,NA,NA,NA,NA,NA
2025-01-02 05:45:00,NA,34.30,8.19,25.81,34.00,NA,5.67,0.73,NA,NA,NA,NA,NA,NA,NA,16.63,63.29,0.04,NA,NA,NA,NA,NA,NA
2025-01-02 06:00:00,NA,34.33,7.85,26.37,34.22,NA,5.60,0.80,NA,NA,NA,NA,NA,NA,NA,16.11,63.38,0.02,NA,NA,NA,NA,NA,NA
2025-01-02 06:15:00,NA,34.32,7.48,26.06,33.55,NA,5.57,0.74,NA,NA,NA,NA,NA,NA,NA,16.08,63.44,0.05,NA,NA,NA,0.18,NA,NA
2025-01-02 06:30:00,NA,34.32,7.85,25.82,33.67,NA,5.55,0.69,NA,NA,NA,NA,NA,NA,NA,16.15,62.98,NA,NA,NA,NA,2.05,NA,NA
2025-01-02 06:45:00,NA,34.02,8.47,27.40,35.87,NA,5.60,0.74,NA,NA,NA,NA,NA,NA,NA,15.82,63.07,NA,NA,NA,NA,7.16,NA,NA
2025-01-02 07:00:00,NA,33.96,7.63,27.96,35.59,NA,5.55,0.82,NA,NA,NA,NA,NA,NA,NA,15.90,63.04,NA,NA,NA,NA,9.92,NA,NA
2025-01-02 07:15:00,NA,33.96,7.51,27.60,35.11,NA,5.61,0.81,NA,NA,NA,NA,NA,NA,NA,16.10,62.96,0.03,NA,NA,NA,12.53,NA,NA
2025-01-02 07:30:00,NA,33.99,7.83,28.63,36.45,NA,5.66,0.80,NA,NA,NA,NA,NA,NA,NA,16.05,63.23,NA,NA,NA,NA,17.51,NA,NA
2025-01-02 07:45:00,NA,34.25,9.23,29.90,39.13,NA,5.70,0.82,NA,NA,NA,NA,NA,NA,NA,16.27,63.52,NA,NA,NA,NA,28.92,NA,NA
2025-01-02 08:00:00,NA,34.27,8.16,28.33,36.49,NA,5.63,0.83,NA,NA,NA,NA,NA,NA,NA,16.79,63.71,NA,NA,NA,NA,37.29,NA,NA
2025-01-02 08:15:00,NA,34.29,8.18,29.40,37.58,NA,5.69,0.79,NA,NA,NA,NA,NA,NA,NA,17.18,63.73,NA,NA,NA,NA,43.81,NA,NA
2025-01-02 08:30:00,NA,34.28,8.13,28.36,36.49,NA,5.74,0.82,NA,NA,NA,NA,NA,NA,NA,17.37,63.89,NA,NA,NA,NA,51.51,NA,NA
2025-01-02 08:45:00,NA,33.66,7.77,28.61,36.39,NA,5.68,0.77,NA,NA,NA,NA,NA,NA,NA,18.23,63.92,NA,NA,NA,NA,64.69,NA,NA
2025-01-02 09:00:00,NA,33.66,7.74,29.50,37.25,NA,5.55,0.64,NA,NA,NA,NA,NA,NA,NA,18.15,64.02,NA,NA,NA,NA,73.78,NA,NA
2025-01-02 09:15:00,NA,33.65,8.30,28.79,37.09,NA,5.56,0.87,NA,NA,NA,NA,NA,NA,NA,18.62,63.98,NA,NA,NA,NA,117.82,NA,NA
2025-01-02 09:30:00,NA,33.67,7.95,29.35,37.30,NA,5.63,0.74,NA,NA,NA,NA,NA,NA,NA,19.07,64.16,NA,NA,NA,NA,129.20,NA,NA
2025-01-02 09:45:00,NA,33.93,8.74,28.85,37.58,NA,5.62,0.70,NA,NA,NA,NA,NA,NA,NA,19.50,64.13,NA,NA,NA,NA,202.55,NA,NA
2025-01-02 10:00:00,NA,33.96,7.66,27.47,35.13,NA,5.69,0.61,NA,NA,NA,NA,NA,NA,NA,19.89,64.43,NA,NA,NA,NA,353.38,NA,NA
2025-01-02 10:15:00,NA,33.83,7.41,27.37,34.78,NA,5.89,0.57,NA,NA,NA,NA,NA,NA,NA,19.80,64.52,NA,NA,NA,NA,435.63,NA,NA
2025-01-02 10:30:00,NA,33.77,7.75,27.91,35.67,NA,5.88,0.45,NA,NA,NA,NA,NA,NA,NA,20.03,64.47,NA,NA,NA,NA,451.53,NA,NA
2025-01-02 10:45:00,NA,88.71,8.08,27.61,35.69,NA,5.91,0.50,NA,NA,NA,NA,NA,NA,NA,21.02,64.61,NA,NA,NA,NA,618.81,NA,NA
2025-01-02 11:00:00,NA,93.31,9.39,27.45,36.84,NA,5.55,0.64,NA,NA,NA,NA,NA,NA,NA,21.99,64.81,NA,NA,NA,NA,717.21,NA,NA
2025-01-02 11:15:00,NA,93.29,8.35,26.78,35.13,NA,4.67,0.64,NA,NA,NA,NA,NA,NA,NA,22.84,64.84,NA,NA,NA,NA,805.77,NA,NA
2025-01-02 11:30:00,NA,64.69,8.35,26.57,34.92,NA,4.44,0.57,NA,NA,NA,NA,NA,NA,NA,23.55,64.80,NA,NA,NA,NA,810.40,NA,NA
2025-01-02 11:45:00,NA,33.45,8.26,28.66,36.92,NA,4.22,0.58,NA,NA,NA,NA,NA,NA,NA,24.37,64.75,NA,NA,NA,NA,842.42,NA,NA
2025-01-02 12:00:00,NA,33.45,6.90,25.96,32.86,NA,5.44,0.55,NA,NA,NA,NA,NA,NA,NA,23.88,64.74,NA,NA,NA,NA,829.82,NA,NA
2025-01-02 12:15:00,NA,45.53,7.54,26.39,33.93,NA,5.93,0.57,NA,NA,NA,NA,NA,NA,NA,23.03,64.76,0.02,NA,NA,NA,552.77,NA,NA
